Spp,Date,Day,Rep,Psi_leaf,Psi_xylem,hhmmss,E,A,Ca,Ci,gsw,RHcham,VPDleaf,Tair,Tleaf,Q,hhmmss_WithoutDaylightSavings,CiCa,Psi_diff,hhmmss_int,WUE,iWUE
AE,Mar-28,3,5,-0.9,-0.106,12:32:00,0.00322396,17.00954089,390.8608276,199.9891122,0.157277226,60.53864985,2.1100515,29.70764483,31.51771724,1999.98,NA,0.511663227,0.794,11.50972222,5275.977646,108.1500566
AF,Mar-28,3,5,-1.81,-0.9,13:02:00,0.004404193,19.77494374,389.2353793,239.5251518,0.241605655,63.11060909,1.919952631,31.38914483,32.20546897,2000.016552,NA,0.615373536,0.91,12.01666667,4490.026604,81.84801693
EF,Mar-28,3,5,-1.329,-0.775,12:23:00,0.00080738,11.67041359,393.9955172,-63.78410291,0.041745113,63.6030556,1.92401538,27.67635172,30.13047241,1999.99,NA,-0.161890428,0.554,11.3575,NA,NA
ER,Mar-28,3,5,-1.63,-0.93,12:35:00,0.003943422,15.04324646,391.6962,258.0432109,0.20688353,60.57352172,1.993001239,30.02296667,31.25394,1999.988,NA,0.658784055,0.7,11.56055556,3814.769624,72.71360103
HD,Mar-28,3,5,-1.61,-0.7,12:14:00,0.009490055,18.40433736,388.9640345,278.137585,0.341418142,15.335399,3.072409856,27.67535172,27.30341724,1999.997586,NA,0.715072758,0.91,11.20555556,1939.328841,53.90556358
PL,Mar-28,3,5,-1.033,-0.843,12:53:00,0.000984782,5.135754662,397.2274,163.1723796,0.037387444,57.1735759,2.596112058,32.25463667,34.07630333,1999.978333,NA,0.410778258,0.19,11.86472222,5215.118333,137.3657601
AB,Mar-28,3,6,-3.125,-1.08,13:47:00,0.002829647,3.610626927,397.6267857,271.8036552,0.058929071,5.013324648,4.832162889,30.744025,33.010375,1999.996071,NA,0.683564752,2.045,12.77722222,1275.999065,61.27072539
AE,Mar-28,3,6,-1.372,-1.103,13:30:00,0.009210828,14.47490898,390.9576897,263.1907598,0.233460336,12.11834893,4.195128877,31.07601724,31.88543793,1999.975862,NA,0.673194995,0.269,12.49,1571.510073,62.00157692
AF,Mar-28,3,6,-1.923,-1.32,14:08:00,0.00810062,11.99540152,392.4292759,280.8337944,0.224516005,11.64941923,3.834086727,29.45808276,30.22233793,1999.995862,NA,0.715629061,0.603,13.13222222,1480.800423,53.42782364
EF,Mar-28,3,6,-2.146,-1.058,13:23:00,0.009708109,13.63003225,391.2852333,291.1218922,0.293077569,13.25103487,3.596635381,30.41016667,29.64618,2000.011333,NA,0.744014513,1.088,12.37166667,1403.984262,46.50656922
ER,Mar-28,3,6,-1.528,-0.99,13:34:00,0.010733708,14.24411606,390.7659,293.2188926,0.320429623,13.70220035,3.662698396,31.1392,30.10324,1999.998667,NA,0.750369704,0.538,12.5575,1327.045235,44.4531811
HD,Mar-28,3,6,-1.28,-1.16,13:12:00,0.009189554,11.53666597,392.4147333,297.675262,0.267165606,12.74802627,3.705567654,30.58324333,30.02737667,2000.004667,NA,0.758573103,0.12,12.18583333,1255.410869,43.18170345
PL,Mar-28,3,6,-0.94,-1.074,14:02:00,0.007912733,7.949037217,394.4667333,309.5162023,0.214461936,11.32651072,3.907944775,29.67844667,30.48929,2000.000667,NA,0.784644626,0,13.03083333,1004.588076,37.06502592
AB,Mar-28,3,7,-1.464,-1.188,14:40:00,0.005423258,12.06354776,392.9167097,211.5595298,0.125195076,7.820433409,4.452431414,30.70455484,32.08955484,1999.976452,NA,0.538433527,0.276,13.67305556,2224.409711,96.35800501
AE,Mar-28,3,7,-1.23,-0.953,14:31:00,0.005023588,12.56665769,392.7438333,216.74301,0.133003011,8.049470542,3.904401796,29.1014,29.87533667,2000.001333,NA,0.551868652,0.277,13.52111111,2501.530319,94.48400901
AF,Mar-28,3,7,-1.824,-1.181,15:17:00,0.006929666,13.03211655,392.1036333,225.5727422,0.152070611,8.605309875,4.713572506,32.56885333,33.30002,1999.987333,NA,0.575288579,0.643,14.29833333,1880.626938,85.69779831
EF,Mar-28,3,7,-1.457,-1.251,14:22:00,0.004701975,10.16385823,393.9899,232.1843595,0.118947622,7.641659318,4.065394654,29.14123667,30.46368,2000.015333,NA,0.589315512,0.206,13.36888889,2161.61469,85.44818349
ER,Mar-28,3,7,-3.043,-1.027,14:45:00,0.00480171,9.695680535,394.2145,234.448515,0.115909347,7.266723046,4.250881026,30.27862333,31.20918,2000.034333,NA,0.594723215,2.016,13.7575,2019.2141,83.64882372
HD,Mar-28,3,7,-1.949,-0.78,14:17:00,0.008699789,16.28137247,390.1619655,265.754391,0.26452753,12.54858219,3.541436194,29.21233103,29.13093793,1999.99931,NA,0.681138641,1.169,13.28444444,1871.467511,61.54887724
PL,Mar-28,3,7,-1.334,-0.845,14:57:00,0.007619616,11.11462797,392.9513,267.864732,0.183447351,10.09322864,4.345263285,31.01963667,32.09609667,2000.02,NA,0.681674121,0.489,13.96055556,1458.686103,60.58756319
AB,Mar-28,3,8,-1.856,-1.158,15:40:00,0.006054082,11.87829373,392.9080968,229.6767068,0.14027665,8.287448345,4.454709359,31.42634516,32.23063548,1999.980323,NA,0.5845558,0.698,14.68722222,1962.030532,84.67762618
AE,Mar-28,3,8,-0.913,-0.789,15:59:00,0.003616221,9.474308514,394.5960667,191.62892,0.085050593,7.490006974,4.316218267,30.51603333,31.51254,2000.011,NA,0.485633123,0.124,15.00833333,2619.947319,111.3961488
AF,Mar-28,3,8,-1.029,-0.685,16:40:00,0.00447703,14.10775863,392.0454,194.717617,0.129648498,25.46616766,3.544801855,29.32101,31.29635667,2000.003333,NA,0.496671092,0.344,15.70138889,3151.142304,108.8154421
EF,Mar-28,3,8,-1.187,-1.107,15:37:00,0.00185686,4.290000817,397.4981,186.5976048,0.037046745,3.701225212,5.00176716,31.29882667,33.41671,1999.999,NA,0.46943018,0.08,14.63638889,2310.352324,115.7996692
ER,Mar-28,3,8,-1.57,-0.572,16:11:00,0.007722272,15.04916087,390.9241,261.7782166,0.231983005,17.28977366,3.538363856,29.82090667,30.02855333,2000.004667,NA,0.669639494,0.998,15.21111111,1948.799637,64.87182486
HD,Mar-28,3,8,-1.847,-0.831,15:50:00,0.00943384,16.83043998,389.7337333,263.824196,0.272602101,12.68109516,3.727582884,30.75123667,30.12693,2000.007,NA,0.676934464,1.016,14.85611111,1784.049759,61.73994961
PL,Mar-28,3,8,-0.982,-0.556,16:26:00,0.001036699,2.423469889,398.5670667,239.4131064,0.027908088,18.44642025,3.696633825,29.65626,30.82732,2000.006667,NA,0.600684618,0.426,15.46472222,2337.679393,86.83754648
AB,Mar-28,3,9,-0.506,-0.589,16:47:00,0.002592285,7.913382937,395.5255,198.8304489,0.072086833,24.19759134,3.625186135,29.08512,31.35369667,2000.008333,NA,0.502699444,0,15.81944444,3052.667024,109.7757053
AE,Mar-28,3,9,-0.38,-0.493,17:17:00,0.002968399,12.10881655,393.3672857,181.9149894,0.100895999,29.27560679,2.999454441,27.72749286,29.30325714,2000.012143,NA,0.462455817,0,16.32666667,4079.241554,120.0128516
AF,Mar-28,3,9,-0.801,-0.509,17:31:00,0.00209028,7.874599961,395.6382333,193.9485123,0.068672873,30.59217467,3.070408366,26.96011,29.59687667,2000.001333,NA,0.490216809,0.292,16.56333333,3767.246475,114.6682761
EF,Mar-28,3,9,-1.015,-0.748,17:08:00,0.003429955,10.1365964,394.2478333,226.114125,0.109917204,28.13681068,3.187132158,28.55477333,30.11999333,2000.001,NA,0.573532955,0.267,16.17444444,2955.314691,92.22028974
ER,Mar-28,3,9,-0.744,-0.21,16:54:00,0.004043813,12.48308627,392.962,220.7357109,0.132288199,26.69228584,3.14640167,28.76906667,29.77477333,2000.002,NA,0.56172279,0.534,15.93777778,3086.95933,94.36281062
HD,Mar-28,3,9,-1.123,-0.505,17:04:00,0.006741518,14.08277213,391.6357586,282.6493628,0.257650114,31.75199973,2.799636453,28.68213448,29.13513448,1999.997586,NA,0.721714901,0.618,16.10694444,2088.961586,54.6585131
PL,Mar-28,3,9,-1.115,-0.822,17:25:00,0.003992785,5.279571381,396.5692069,323.6396391,0.153812401,31.96542827,2.694086088,27.1827069,28.25006897,2000.006207,NA,0.816098763,0.293,16.46194444,1322.277904,34.3247446
AB,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AE,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AF,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
EF,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
ER,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
HD,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
PL,Mar-28,3,10,NA,NA,18:56:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AB,Apr-01,4,0,-0.069,-0.069,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:40:00,NA,0,6,NA,NA
AE,Apr-01,4,0,-0.017,-0.017,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:35:00,NA,0,6,NA,NA
AF,Apr-01,4,0,-0.135,-0.135,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:30:00,NA,0,6,NA,NA
EF,Apr-01,4,0,-0.64,-0.64,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:45:00,NA,0,6,NA,NA
ER,Apr-01,4,0,-0.12,-0.12,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:55:00,NA,0,6,NA,NA
HD,Apr-01,4,0,-0.038,-0.038,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,7:00:00,NA,0,6,NA,NA
PL,Apr-01,4,0,-0.06,-0.06,7:09:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:50:00,NA,0,6,NA,NA
AB,Apr-01,4,1,-0.2,-0.2,8:37:00,0.000726842,6.428839166,396.6333,207.7253916,0.057072085,62.24718671,1.295531211,19.79410667,22.51324333,1999.996667,NA,0.523721512,0,7.504166667,8844.892241,112.6441967
AE,Apr-01,4,1,-0.022,-0.017,8:27:00,0.001349198,12.9258055,393.2818333,240.221238,0.144357321,64.93292084,0.974730066,19.30850667,20.59456,1999.994667,NA,0.610811936,0.005,7.333333333,9580.362186,89.54035314
AF,Apr-01,4,1,-0.4,-0.132,7:30:00,0.000871878,10.32487861,394.6557,197.7145393,0.08776807,65.75210968,1.020612024,18.08496333,20.29492333,1999.992,NA,0.500979814,0.268,6.358888889,11842.11393,117.6382095
EF,Apr-01,4,1,-0.64,-0.513,8:15:00,0.001347131,10.03793008,394.7126552,259.8548279,0.128095909,64.73545652,1.091489464,18.86515862,21.07237931,2000.00069,NA,0.658339236,0.127,7.128055556,7451.339239,78.3626125
ER,Apr-01,4,1,-0.22,-0.097,7:43:00,0.001500109,14.01195135,392.6801613,232.7634586,0.150026517,65.32499992,1.044335129,18.33504194,20.53951613,1999.997742,NA,0.592755839,0.123,6.581111111,9340.622148,93.39649837
HD,Apr-01,4,1,-0.41,-0.041,8:06:00,0.00162937,11.89986678,393.742,279.4025215,0.181666061,64.75828813,0.944774596,18.78945517,20.05184138,2000.00069,NA,0.709608123,0.369,6.974166667,7303.354536,65.50407222
PL,Apr-01,4,1,-0.16,-0.085,7:55:00,0.001349276,7.889182135,395.7899655,293.7185237,0.135146713,63.47624339,1.038658944,18.77074828,20.48834828,1999.997241,NA,0.74210705,0.075,6.786111111,5846.974329,58.37494646
AB,Apr-01,4,2,-0.72,-0.61,9:47:00,0.001249319,8.502499196,395.5032667,210.2948489,0.078140164,59.48499616,1.629090678,23.62804667,25.98483667,1999.995333,NA,0.531714569,0.11,8.700833333,6805.707106,108.8108696
AE,Apr-01,4,2,-0.346,-0.035,9:42:00,0.003842299,19.03678683,389.7428621,289.3389723,0.350900249,64.47125091,1.198629126,23.29741034,24.30081034,1999.995172,NA,0.742384275,0.311,8.615277778,4954.530303,54.25127763
AF,Apr-01,4,2,-0.935,-0.141,8:48:00,0.00261352,15.07628831,391.954,283.2798879,0.248754548,65.13892498,1.124066625,20.18268387,22.10166129,2000.000323,NA,0.722737586,0.794,7.692222222,5768.575833,60.60708611
EF,Apr-01,4,2,-1.03,-0.97,9:26:00,0.001078082,7.605216457,395.9715,216.5673004,0.071976896,59.97248556,1.525907166,22.48093667,24.92009333,1999.99,NA,0.546926484,0.06,8.341666667,7054.395173,105.6619121
ER,Apr-01,4,2,-0.35,-0.28,9:09:00,0.002252652,12.70293774,393.1981,272.4818835,0.18613735,63.0492782,1.272696308,21.32709333,23.34001333,1999.999667,NA,0.69298881,0.07,8.051111111,5639.103483,68.24496932
HD,Apr-01,4,2,-1.25,-0.5,9:18:00,0.002736526,12.01141048,393.4632581,305.6064293,0.250081068,64.02847838,1.169876766,21.71510645,23.11600323,1999.999032,NA,0.776708938,0.75,8.205,4389.291562,48.03006711
PL,Apr-01,4,2,-0.111,-0.09,8:55:00,0.002359117,10.98579137,394.0552069,299.5487032,0.209733613,63.3986095,1.191115899,20.63147931,22.5150931,1999.992069,NA,0.760169382,0.021,7.811944444,4656.738674,52.37973643
AB,Apr-01,4,3,-2,-0.34,11:07:00,0.003011514,18.25199918,390.3155172,211.3375637,0.178484323,63.23749338,1.754078816,27.42551379,29.22585862,1999.993448,NA,0.541453143,1.66,10.06833333,6060.738612,102.2610775
AE,Apr-01,4,3,-0.87,-0.3,11:01:00,0.003668395,15.34148322,391.6147586,277.1049609,0.244860698,62.54781013,1.586778131,27.13146207,28.21564138,2000.002414,NA,0.707595806,0.57,9.965555556,4182.069603,62.6539226
AF,Apr-01,4,3,-1.46,-0.82,10:08:00,0.004437114,13.93915627,392.1624667,302.107059,0.294082073,60.00915892,1.622136454,26.07236,27.36069333,1999.988,NA,0.770361992,0.64,9.059722222,3141.49158,47.3988643
EF,Apr-01,4,3,-1.83,-0.97,10:51:00,0.001718115,8.333542042,395.497,226.2894298,0.085548365,57.22001609,2.038135901,27.62058,29.59348667,2000.012,NA,0.572164719,0.86,9.794722222,4850.398281,97.41322399
ER,Apr-01,4,3,-1.6,-0.44,10:33:00,0.005201498,18.36154839,389.7921333,285.0041079,0.331103364,60.23326925,1.699743851,27.99022667,28.83788,2000.011,NA,0.731169471,1.16,9.486944444,3530.050072,55.45563829
HD,Apr-01,4,3,NA,-1.515,10:41:00,0.00562075,19.12519145,389.3347586,296.9270001,0.398729627,60.93782959,1.551955844,27.91288621,28.25995862,1999.98069,NA,0.762652174,NA,9.623888889,3402.604893,47.96531322
PL,Apr-01,4,3,-1.1,-0.76,10:22:00,0.005054747,7.648260447,395.1681935,341.493754,0.303807954,56.49349081,1.788071377,28.64309032,28.96488387,1999.986129,NA,0.864173179,0.34,9.298888889,NA,25.17465506
AB,Apr-01,4,4,-2.25,-0.48,12:24:00,0.002974822,13.68847568,392.5807667,203.6526023,0.127148278,57.36308725,2.385795035,30.71772667,32.57353333,2000.001667,NA,0.518753387,1.77,11.38444444,4601.443609,107.6575782
AE,Apr-01,4,4,-0.95,-0.29,12:04:00,0.005076765,12.54552386,392.7493103,314.5893525,0.315404046,62.21108613,1.730316472,28.73663793,29.72837241,1999.965862,NA,0.800992756,0.66,11.0425,2471.164976,39.77603972
AF,Apr-01,4,4,-1.48,-0.61,11:18:00,0.003073894,12.44448124,393.1723226,284.3565069,0.208039541,66.99952011,1.547356862,27.46162258,28.95437419,1999.999032,NA,0.723236328,0.87,10.25638889,4048.441892,59.8178653
EF,Apr-01,4,4,-1.1,-0.89,11:50:00,0.001712969,9.70532151,394.8171935,239.5926566,0.108350108,65.58453945,1.614959398,26.42892903,28.40226129,2000.009355,NA,0.606844536,0.21,10.80333333,5665.789346,89.5737133
ER,Apr-01,4,4,-1.52,-1.13,11:31:00,0.003955179,14.96227105,391.7253226,288.6100962,0.269108252,67.52490673,1.562495605,27.71775484,29.26177097,2000.014194,NA,0.736766503,0.39,10.47861111,3782.956738,55.59945092
HD,Apr-01,4,4,-1.93,-0.53,11:40:00,0.003476857,12.7720902,392.9210667,312.2082616,0.296920963,68.32031048,1.256488235,27.02466333,27.59114667,2000.009,NA,0.794582648,1.4,10.63222222,3673.458586,43.0151178
PL,Apr-01,4,4,-1.16,-0.6,11:24:00,0.003066064,12.21415874,393.2769333,292.6396867,0.221956021,66.24998901,1.452069395,27.82281333,28.64677333,1999.987333,NA,0.744105901,0.56,10.35888889,3983.660726,55.02963463
AB,Apr-01,4,5,-2.61,-0.265,14:02:00,0.002888327,14.12319505,392.3824333,234.4256199,0.157916732,62.48838937,1.882094199,29.39658,30.77367667,2000.007667,NA,0.597441679,2.345,13.05972222,4889.749343,89.43444353
AE,Apr-01,4,5,-0.2,-0.14,13:56:00,0.001854537,6.805357154,396.2278667,274.3065826,0.09976899,60.73649658,1.884410525,29.54053667,30.58033667,1999.999667,NA,0.692295029,0.06,12.95722222,3669.572057,68.21114611
AF,Apr-01,4,5,-2.13,-0.6,13:01:00,0.004798889,13.5581709,392.2677419,300.8350315,0.284221417,67.20975787,1.790198787,30.65100645,31.95328065,2000.000323,NA,0.766912492,1.53,12.01694444,2825.27287,47.70284746
EF,Apr-01,4,5,-1.46,-0.82,13:35:00,0.002377426,12.53552412,393.2606452,235.3529029,0.139016518,66.08546273,1.751754062,28.79621935,30.47619677,2000.006452,NA,0.598465434,0.64,12.59805556,5272.729465,90.17291111
ER,Apr-01,4,5,-1.09,-0.34,13:12:00,0.003549062,13.32135169,392.6476333,267.9052432,0.194444128,66.08961035,1.890508506,30.73058333,32.18959333,1999.999333,NA,0.68230449,0.75,12.205,3753.4852,68.50992019
HD,Apr-01,4,5,NA,-2.06,13:25:00,0.004741184,13.71216262,392.2125667,318.083231,0.360559006,68.5550694,1.425133379,29.56294333,30.05269333,2000.002667,NA,0.810997041,NA,12.42722222,2892.138888,38.03028739
PL,Apr-01,4,5,-1.69,-0.64,13:05:00,0.003545007,7.235113763,395.6721,327.4198524,0.209535669,65.35764543,1.760888192,30.75050667,31.59886667,1999.983333,NA,0.827503007,1.05,12.08527778,2040.930741,34.52927035
AB,Apr-01,4,6,-1.83,-0.66,14:56:00,0.002675887,12.06527697,393.4561333,240.298131,0.139355858,59.7204335,1.965348144,29.94087333,30.95992,2000.008333,NA,0.610736778,1.17,13.98277778,4508.888817,86.57890054
AE,Apr-01,4,6,-1.18,-0.58,14:51:00,0.003232082,11.83530828,393.4504839,257.9442823,0.157859649,59.62979934,2.103352651,30.28027419,31.66406452,1999.995161,NA,0.655595285,0.6,13.89722222,3661.821785,74.9736133
AF,Apr-01,4,6,-1.793,-0.13,14:14:00,0.003819062,14.10980783,392.2004839,267.8054927,0.207388404,62.8910942,1.918251977,29.56977742,31.08074839,2000.001613,NA,0.682828053,1.663,13.26472222,3694.574173,68.03566428
EF,Apr-01,4,6,-2.11,-0.77,14:40:00,0.003757654,14.02878465,392.2553333,253.6039505,0.18353124,60.31489427,2.11675501,30.29322,31.83265,2000.001667,NA,0.646527731,1.34,13.70916667,3733.389144,76.43812928
ER,Apr-01,4,6,-1.4,-0.72,14:27:00,0.003698627,15.03504004,391.7707333,261.2419917,0.208926883,63.01178536,1.846281524,29.09244,30.53866,2000.003,NA,0.666823653,0.68,13.48694444,4065.032792,71.96316637
HD,Apr-01,4,6,-2.25,-0.07,14:33:00,0.002223954,8.566486081,395.3007667,251.3074616,0.105765053,60.22398286,2.132973625,29.28443667,31.32325,1999.99,NA,0.635737349,2.18,13.58972222,3851.916938,80.99543127
PL,Apr-01,4,6,-1.25,-0.62,14:22:00,0.002205007,8.45354471,395.3443448,270.3707931,0.120997762,61.38668365,1.858093401,29.20668276,30.38912414,1999.982414,NA,0.683886836,0.63,13.40166667,3833.794954,69.86529809
AB,Apr-01,4,7,-1.64,-0.42,16:21:00,0.001761843,10.23879307,394.528129,184.9005821,0.083672739,57.19401853,2.123788922,29.55947419,30.95388387,2000.002903,NA,0.468662609,1.22,15.43583333,5811.410591,122.3671317
AE,Apr-01,4,7,-1.11,-0.6,16:07:00,0.002990777,12.99061451,392.9259032,229.7376573,0.14105527,60.19645524,2.165500307,30.57313548,32.15005806,2000.006774,NA,0.584684429,0.51,15.19638889,4343.558383,92.09591751
AF,Apr-01,4,7,-2.13,-0.66,15:08:00,0.004492817,12.56450707,392.8314,301.0276708,0.261336833,61.7245704,1.817392508,29.38267667,30.38395667,2000.007333,NA,0.766302467,1.47,14.18777778,2796.57664,48.07782709
EF,Apr-01,4,7,-2.32,-1.05,15:41:00,0.002868741,10.89456856,394.0034,241.9450889,0.128001679,63.48912638,2.270852186,32.14429667,33.94742,1999.975,NA,0.614068531,1.27,14.75194444,3797.682872,85.11270044
ER,Apr-01,4,7,-2.2,-0.56,15:19:00,0.004577105,14.54577756,391.8399667,286.2621794,0.258888752,61.76531364,1.867615901,29.24896333,30.5133,2000.006667,NA,0.730558911,1.64,14.37583333,3177.94273,56.18543659
HD,Apr-01,4,7,NA,-0.34,15:29:00,0.004082934,9.985628076,394.2165161,317.8375795,0.254020368,61.33846835,1.697764681,29.21970323,29.73569032,1999.999677,NA,0.806251302,NA,14.54694444,2445.699116,39.31034411
PL,Apr-01,4,7,-0.87,-0.62,15:14:00,0.002202114,7.838814997,395.6482333,262.6074215,0.105565838,58.58637325,2.116472552,29.3703,31.04763333,1999.975,NA,0.663739654,0.25,14.29055556,3559.6772,74.25522447
AB,Apr-01,4,8,-0.5,-0.4,17:33:00,0.001004368,5.410760807,397.0980968,200.3534235,0.046959643,55.32150589,2.139893294,28.70163226,30.26879677,1999.995484,NA,0.504543903,0.1,16.66666667,5387.229389,115.2215064
AE,Apr-01,4,8,-0.77,-0.62,17:21:00,0.001883484,9.368785787,394.951,231.1625389,0.099579432,56.16780133,1.920968681,28.75616774,29.53609032,2000.002258,NA,0.585294224,0.15,16.46138889,4974.17859,94.08354315
AF,Apr-01,4,8,-1.86,-0.43,16:37:00,0.002448034,11.14571118,393.95,213.9309621,0.108391132,56.3313044,2.293547164,29.12448387,31.2475,2000.003226,NA,0.543040899,1.43,15.70916667,4552.923358,102.8286261
EF,Apr-01,4,8,-1.27,-0.9,17:06:00,0.00139545,6.455653357,396.5140667,206.9529293,0.058853285,54.51976532,2.376602229,29.15378667,31.29895667,2000.015,NA,0.521930864,0.37,16.205,4626.216172,109.6906206
ER,Apr-01,4,8,-1.73,-0.61,16:48:00,0.003659098,14.05286401,392.2653226,258.0080906,0.189811679,57.88830866,2.002294846,29.01173548,30.2903129,2000.00871,NA,0.657738719,1.12,15.89722222,3840.526821,74.03582374
HD,Apr-01,4,8,-0.62,-0.24,16:57:00,0.002225451,7.14455991,395.9930968,272.7803567,0.104990046,54.54665167,2.152619645,29.57179032,30.64159032,1999.99129,NA,0.688851293,0.38,16.05111111,3210.387427,68.04987884
